Accession	Version	Description	Plasmid	Organism	Species	Genus	Family	Order	Class	Phylum	Domain	Collection_date	Geo_location	Isolation_source	Note	Length	GC_content	Replicon_type	MOB_type	Clique	Replicon_candidate
NZ_CP009008	NZ_CP009008.1	Xanthomonas citri subsp. citri strain jx5 plasmid pXAC33, complete sequence	pXAC33	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	China: Jiangxi	citrus infected tissue	NA	33695	0.618756	NA	NA	503	NA
NZ_CP009009	NZ_CP009009.1	Xanthomonas citri subsp. citri strain jx5 plasmid pXAC64, complete sequence	pXAC64	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	China: Jiangxi	citrus infected tissue	NA	64912	0.613877	NA	MOBF	504	NZ_CP020888_position:41561-42781
NZ_CP009011	NZ_CP009011.1	Xanthomonas citri subsp. citri strain jx4 plasmid pXAC33, complete sequence	pXAC33	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	China: Jiangxi	citrus infected tissue	NA	33695	0.618786	NA	NA	503	NA
NZ_CP009012	NZ_CP009012.1	Xanthomonas citri subsp. citri strain jx4 plasmid pXAC64, complete sequence	pXAC64	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	China: Jiangxi	citrus infected tissue	NA	64912	0.613893	NA	MOBF	504	NZ_CP020888_position:41561-42781
NZ_CP009014	NZ_CP009014.1	Xanthomonas citri subsp. citri strain gd3 plasmid pXAC33, complete sequence	pXAC33	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	China: Guangdong	citrus infected tissue	NA	33703	0.618699	NA	NA	503	NA
NZ_CP009015	NZ_CP009015.1	Xanthomonas citri subsp. citri strain gd3 plasmid pXAC64, complete sequence	pXAC64	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	China: Guangdong	citrus infected tissue	NA	64919	0.613857	NA	MOBF	504	NZ_CP020888_position:41561-42781
NZ_CP009017	NZ_CP009017.1	Xanthomonas citri subsp. citri strain gd2 plasmid pXAC33, complete sequence	pXAC33	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	China: Guangdong	citrus infected tissue	NA	33703	0.618699	NA	NA	503	NA
NZ_CP009018	NZ_CP009018.1	Xanthomonas citri subsp. citri strain gd2 plasmid pXAC64, complete sequence	pXAC64	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	China: Guangdong	citrus infected tissue	NA	64920	0.613863	NA	MOBF	504	NZ_CP020888_position:41561-42781
NZ_CP009020	NZ_CP009020.1	Xanthomonas citri subsp. citri strain FB19 plasmid pXAC33, complete sequence	pXAC33	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	USA: Florida	citrus infected tissue	NA	26933	0.616047	NA	NA	503	NA
NZ_CP009021	NZ_CP009021.1	Xanthomonas citri subsp. citri strain FB19 plasmid pXAC64, complete sequence	pXAC64	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	USA: Florida	citrus infected tissue	NA	64920	0.613909	NA	MOBF	504	NZ_CP020888_position:41561-42781
NZ_CP009023	NZ_CP009023.1	Xanthomonas citri subsp. citri strain BL18 plasmid pXAC33, complete sequence	pXAC33	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	USA: Florida	citrus infected tissue	NA	26933	0.616047	NA	NA	503	NA
NZ_CP009024	NZ_CP009024.1	Xanthomonas citri subsp. citri strain BL18 plasmid pXAC64, complete sequence	pXAC64	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	USA: Florida	citrus infected tissue	NA	64920	0.613909	NA	MOBF	504	NZ_CP020888_position:41561-42781
NZ_CP009026	NZ_CP009026.1	Xanthomonas citri subsp. citri strain 5208 plasmid pXAC33, complete sequence	pXAC33	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	USA: Florida	citrus infected tissue	NA	28753	0.617396	NA	NA	503	NA
NZ_CP009027	NZ_CP009027.1	Xanthomonas citri subsp. citri strain 5208 plasmid pXAC64, complete sequence	pXAC64	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	USA: Florida	citrus infected tissue	NA	64920	0.613909	NA	MOBF	504	NZ_CP020888_position:41561-42781
NZ_CP009029	NZ_CP009029.1	Xanthomonas citri subsp. citri strain AW13 plasmid pXCAW19, complete sequence	pXCAW19	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2003	USA: Florida	citrus infected tissue	NA	18869	0.630717	NA	MOBQ	362	NZ_CP009029_position:718-1845
NZ_CP009030	NZ_CP009030.1	Xanthomonas citri subsp. citri strain AW13 plasmid pXCAW58, complete sequence	pXCAW58	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2003	USA: Florida	citrus infected tissue	NA	58317	0.618533	NA	MOBP	363	NZ_CP009030_position:31356-32582
NZ_CP009032	NZ_CP009032.1	Xanthomonas citri subsp. citri strain AW14 plasmid pXCAW19, complete sequence	pXCAW19	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2005	USA: Florida	citrus infected tissue	NA	18869	0.630717	NA	MOBQ	362	NZ_CP009029_position:718-1845
NZ_CP009033	NZ_CP009033.1	Xanthomonas citri subsp. citri strain AW14 plasmid pXCAW58, complete sequence	pXCAW58	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2005	USA: Florida	citrus infected tissue	NA	58317	0.618533	NA	MOBP	363	NZ_CP009030_position:31356-32582
NZ_CP009035	NZ_CP009035.1	Xanthomonas citri subsp. citri strain AW15 plasmid pXCAW19, complete sequence	pXCAW19	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2005	USA: Florida	citrus infected tissue	NA	18869	0.630717	NA	MOBQ	362	NZ_CP009029_position:718-1845
NZ_CP009036	NZ_CP009036.1	Xanthomonas citri subsp. citri strain AW15 plasmid pXCAW58, complete sequence	pXCAW58	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2005	USA: Florida	citrus infected tissue	NA	58317	0.618533	NA	MOBP	363	NZ_CP009030_position:31356-32582
NZ_CP009038	NZ_CP009038.1	Xanthomonas citri subsp. citri strain AW16 plasmid pXCAW19, complete sequence	pXCAW19	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2005	USA: Florida	citrus infected tissue	NA	18869	0.630717	NA	MOBQ	362	NZ_CP009029_position:718-1845
NZ_CP009039	NZ_CP009039.1	Xanthomonas citri subsp. citri strain AW16 plasmid pXCAW58, complete sequence	pXCAW58	Xanthomonas citri pv. citri	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	2005	USA: Florida	citrus infected tissue	NA	58317	0.618533	NA	MOBP	363	NZ_CP009030_position:31356-32582
NZ_CP009044	NZ_CP009044.1	Campylobacter iguaniorum strain 1485E plasmid pCIG1485E, complete sequence	pCIG1485E	Campylobacter iguaniorum	Campylobacter iguaniorum	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	NA	NA	Bearded dragon	NA	70030	0.331929	NA	NA	NA	NA
NZ_CP009047	NZ_CP009047.1	Staphylococcus epidermidis strain SEI plasmid, complete sequence	unnamed	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	NA	NA	Clinical isolate	NA	37688	0.272713	NA	NA	NA	NA
NZ_CP009051	NZ_CP009051.1	Escherichia coli NCCP15648 plasmid p15648-1, complete sequence	p15648-1	Escherichia coli NCCP15648	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2001	South Korea	stool	NA	97258	0.477246	IncY	NA	230	NA
NZ_CP009052	NZ_CP009052.1	Escherichia coli NCCP15648 plasmid p15648-2, complete sequence	p15648-2	Escherichia coli NCCP15648	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2001	South Korea	stool	NA	83860	0.529323	IncB/O/K/Z	MOBP|MOBP|MOBP	216	NA
NZ_CP009053	NZ_CP009053.1	Escherichia coli NCCP15648 plasmid p15648-3, complete sequence	p15648-3	Escherichia coli NCCP15648	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2001	South Korea	stool	NA	78111	0.468039	IncFIB(AP001918)|IncFII	NA	204	NA
NZ_CP009055	NZ_CP009055.1	Lactococcus lactis subsp. lactis NCDO 2118 plasmid pNCDO2118, complete sequence	pNCDO2118	Lactococcus lactis subsp. lactis NCDO 2118	Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	NA	Brazil	frozen peas	NA	37571	0.323281	NA	NA	NA	NA
NZ_CP009059	NZ_CP009059.1	Borrelia afzelii K78 plasmid lp54, complete sequence	lp54	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	57181	0.270125	NA	NA	142	NA
NZ_CP009060	NZ_CP009060.1	Borrelia afzelii K78 plasmid cp26, complete sequence	cp26	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	26571	0.258703	NA	NA	137	NA
NZ_CP009061	NZ_CP009061.1	Borrelia afzelii K78 plasmid lp17, complete sequence	lp17	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	25221	0.241426	NA	NA	145	NA
NZ_CP009062	NZ_CP009062.1	Borrelia afzelii K78 plasmid lp28-1, complete sequence	lp28-1	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	28272	0.319008	NA	NA	NA	NA
NZ_CP009063	NZ_CP009063.1	Borrelia afzelii K78 plasmid lp28-2, complete sequence	lp28-2	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	28738	0.244102	NA	NA	205	NA
NZ_CP009064	NZ_CP009064.1	Borrelia afzelii K78 plasmid lp28-3, complete sequence	lp28-3	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	24282	0.244296	NA	NA	521	NA
NZ_CP009065	NZ_CP009065.1	Borrelia afzelii K78 plasmid lp28-4, complete sequence	lp28-4	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	25184	0.240669	NA	NA	521	NA
NZ_CP009066	NZ_CP009066.1	Borrelia afzelii K78 plasmid lp28-8, complete sequence	lp28-8.rev8	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	28638	0.307598	NA	NA	NA	NA
NZ_CP009067	NZ_CP009067.1	Borrelia afzelii K78 plasmid lp38, complete sequence	lp38	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	36114	0.235338	NA	NA	143	NA
NZ_CP009068	NZ_CP009068.1	Borrelia afzelii K78 plasmid cp32-9, complete sequence	cp32-9	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	31266	0.287053	NA	NA	136	NA
NZ_CP009069	NZ_CP009069.1	Borrelia afzelii K78 plasmid cp32-4, complete sequence	cp32-4	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	30468	0.291158	NA	NA	136	NA
NZ_CP009070	NZ_CP009070.1	Borrelia afzelii K78 plasmid cp32-3, complete sequence	cp32-3	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	30797	0.291879	NA	NA	136	NA
NZ_CP009071	NZ_CP009071.1	Borrelia afzelii K78 plasmid cp32-5, complete sequence	cp32-5	Borreliella afzelii K78	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	Austria	skin	NA	30397	0.292364	NA	NA	136	NA
NZ_CP009073	NZ_CP009073.1	Escherichia coli ATCC 25922 plasmid, complete sequence	unnamed_1	Escherichia coli ATCC 25922	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	48488	0.443594	NA	NA	364	NZ_CP028194_position:10603-11451
NZ_CP009074	NZ_CP009074.1	Escherichia coli ATCC 25922 plasmid, complete sequence	unnamed_2	Escherichia coli ATCC 25922	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	24185	0.392185	IncX1	NA	NA	NA
NZ_CP009103	NZ_CP009103.1	Salmonella enterica subsp. enterica serovar Typhimurium strain ATCC 13311 plasmid pSTY1, complete sequence	pSTY1	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	1911	NA	not isolated	NA	38457	0.406766	IncX1	NA	172	NA
NZ_CP009105	NZ_CP009105.1	Escherichia coli strain RM9387 plasmid pO104_H7, complete sequence	pO104_H7	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2009	36.6 N 121.8 W	Cow feces	NA	168318	0.494415	IncB/O/K/Z|IncFIB(AP001918)	MOBP	507	NA
NZ_CP009107	NZ_CP009107.1	Escherichia coli strain 94-3024 plasmid pO104_H21, complete sequence	pO104_H21	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	1994	46.6 N 112 W	Montana milk 1994	NA	161447	0.494664	IncB/O/K/Z|IncFIB(AP001918)	MOBP	507	NA
NZ_CP009109	NZ_CP009109.1	Bacillus pumilus strain GR-8 plasmid pGR8, complete sequence	pGR8	Bacillus pumilus	Bacillus pumilus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	2012-08-08	China	Soil	NA	6935	0.368421	NA	NA	NA	NA
NZ_CP009112	NZ_CP009112.1	Rhodococcus opacus strain 1CP plasmid pR1CP1, complete sequence	pR1CP1	Rhodococcus opacus	Rhodococcus opacus	Rhodococcus	Nocardiaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	01-Oct-1987	55.45 N 37.35 E	soil sample, Enrichment culture with 4-chlorophenol and 2,4-dichlorophenol	NA	885383	0.640537	NA	NA	NA	NA
NZ_CP009113	NZ_CP009113.1	Rhodococcus opacus strain 1CP plasmid pR1CP2, complete sequence	pR1CP2	Rhodococcus opacus	Rhodococcus opacus	Rhodococcus	Nocardiaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	01-Oct-1987	55.45 N 37.35 E	soil sample, Enrichment culture with 4-chlorophenol and 2,4-dichlorophenol	NA	64499	0.636832	NA	NA	NA	NA
NZ_CP009115	NZ_CP009115.1	Klebsiella pneumoniae strain blaNDM-1 plasmid plasmid2, complete sequence	plasmid2	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	118061	0.52688	IncFIB(pQil)|IncFII(K)	MOBF	541|562	NA
NZ_CP009116	NZ_CP009116.1	Klebsiella pneumoniae strain blaNDM-1 plasmid plasmid1, complete sequence	plasmid1	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	94760	0.512906	IncFIA(HI1)|IncR	MOBC	511	NA
NZ_CP009118	NZ_CP009118.1	Borreliella valaisiana Tom4006 plasmid cp26, complete sequence	cp26	Borreliella valaisiana Tom4006	Borreliella valaisiana	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	NA	NA	NA	26565	0.256955	NA	NA	NA	NA
NZ_CP009119	NZ_CP009119.1	Borreliella valaisiana Tom4006 plasmid lp54, complete sequence	lp54	Borreliella valaisiana Tom4006	Borreliella valaisiana	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	NA	NA	NA	NA	53970	0.274486	NA	NA	NA	NA
NZ_CP009123	NZ_CP009123.1	Sphingopyxis fribergensis strain Kp5.2 plasmid pSfKp5.2, complete sequence	pSfKp5.2	Sphingopyxis fribergensis	Sphingopyxis fribergensis	Sphingopyxis	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	27-Jan-2011	Germany: Saxony	Soil sample	NA	208588	0.613257	NA	NA	NA	NA
NZ_CP009126	NZ_CP009126.1	Pectobacterium atrosepticum strain 21A plasmid pPA21A, complete sequence	pPA21A	Pectobacterium atrosepticum	Pectobacterium atrosepticum	Pectobacterium	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	1978	Belarus	potato stems	NA	32444	0.47001	NA	MOBC	NA	NA
NZ_CP009130	NZ_CP009130.1	Planococcus sp. PAMC 21323 plasmid pPla, complete sequence	pPla	Planococcus sp. PAMC 21323	Planococcus sp. PAMC 21323	Planococcus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	2004-07-30	Antarctica: King George Island	Soil (sea shore)	NA	3364	0.33264	NA	MOBV	NA	NA
NZ_CP009145	NZ_CP009145.1	Sinorhizobium meliloti strain RMO17 plasmid pSymA, complete sequence	pSymA	Sinorhizobium meliloti	Sinorhizobium meliloti	Sinorhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	1995	42.3833 N 5.9833 W	NA	NA	1466845	0.605632	NA	MOBV	61	NC_003037_position:857628-858311
NZ_CP009146	NZ_CP009146.1	Sinorhizobium meliloti strain RMO17 plasmid pSymB, complete sequence	pSymB	Sinorhizobium meliloti	Sinorhizobium meliloti	Sinorhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	1995	42.3833 N 5.9833 W	NA	NA	1617037	0.625895	NA	MOBV	63	NA
NZ_CP009167	NZ_CP009167.1	Escherichia coli 1303 plasmid p1303_109, complete sequence	p1303_109	Escherichia coli 1303	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	udder acute mastitis	NA	108501	0.477811	IncFIA|IncFIB(AP001918)	MOBF	50	NA
NZ_CP009168	NZ_CP009168.1	Escherichia coli 1303 plasmid p1303_95, complete sequence	p1303_95	Escherichia coli 1303	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	udder acute mastitis	NA	94959	0.480808	IncY	NA	230	NA
NZ_CP009169	NZ_CP009169.1	Escherichia coli 1303 plasmid p1303_5, complete sequence	p1303_5	Escherichia coli 1303	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	udder acute mastitis	NA	4671	0.457504	NA	NA	NA	NA
NZ_CP009213	NZ_CP009213.1	Borrelia afzelii Tom3107 plasmid cp26, complete sequence	cp26	Borreliella afzelii Tom3107	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	21-May-2011	Russia: Tomsk region	NA	NA	26561	0.259139	NA	NA	137	NA
NZ_CP009214	NZ_CP009214.1	Borrelia afzelii Tom3107 plasmid lp54, complete sequence	lp54	Borreliella afzelii Tom3107	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	21-May-2011	Russia: Tomsk region	NA	NA	55230	0.270397	NA	NA	142	NA
NZ_CP009216	NZ_CP009216.1	Corynebacterium ureicelerivorans strain IMMIB RIV-2301 plasmid unnamed, complete sequence	unnamed	Corynebacterium ureicelerivorans	Corynebacterium ureicelerivorans	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	2007	Germany: Bonn	blood culture	type strain of Corynebacterium ureicelerivorans	48288	0.645626	NA	NA	NA	NA
NZ_CP009218	NZ_CP009218.1	Rickettsiales bacterium Ac37b plasmid 1, complete sequence	1	Rickettsiales bacterium Ac37b	Rickettsiales bacterium Ac37b	NA	NA	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	2004	Brazil: State of Rondonia, Western Amazon	Amblyomma Tick	NA	47058	0.310935	NA	NA	NA	NA
NZ_CP009219	NZ_CP009219.1	Rickettsiales bacterium Ac37b plasmid 2, complete sequence	2	Rickettsiales bacterium Ac37b	Rickettsiales bacterium Ac37b	NA	NA	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	2004	Brazil: State of Rondonia, Western Amazon	Amblyomma Tick	NA	19268	0.296035	NA	NA	NA	NA
NZ_CP009221	NZ_CP009221.1	Corynebacterium deserti GIMN1.010 plasmid pCdes1, complete sequence	pCdes1	Corynebacterium deserti GIMN1.010	Corynebacterium deserti	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	2011	China: western desert	mixed sand sample	NA	31005	0.528624	NA	NA	NA	NA
NZ_CP009222	NZ_CP009222.1	Corynebacterium deserti GIMN1.010 plasmid pCdes2, complete sequence	pCdes2	Corynebacterium deserti GIMN1.010	Corynebacterium deserti	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	2011	China: western desert	mixed sand sample	NA	30739	0.551807	NA	NA	NA	NA
NZ_CP009229	NZ_CP009229.1	Treponema putidum strain OMZ 758 plasmid pTPu1, complete sequence	pTPu1	Treponema putidum	Treponema putidum	Treponema	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	1993	NA	NA	NA	3649	0.341737	NA	MOBV	NA	NA
NZ_CP009250	NZ_CP009250.1	Corynebacterium phocae strain M408/89/1 plasmid pCpho, complete sequence	pCpho	Corynebacterium phocae	Corynebacterium phocae	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	NA	NA	nasal cavity of common seals (Phoca vitulina)	NA	12274	0.532915	NA	NA	NA	NA
NZ_CP009252	NZ_CP009252.1	Corynebacterium stationis strain 622=DSM 20302 plasmid pCstat1, complete sequence	pCstat1	Corynebacterium stationis	Corynebacterium stationis	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	NA	NA	seawater	NA	53466	0.590226	NA	NA	NA	NA
